stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
373_01,,西部営業所,,40.822458,140.661671,373_01,,0,,
373_02,,西部営業所,,40.822389,140.661856,373_02,,0,,
372_01,,平岡大橋,,40.823579,140.661262,372_01,,0,,
372_02,,平岡大橋,,40.823613,140.661108,372_02,,0,,
371_01,,天狗立,,40.826595,140.668591,371_01,,0,,
371_02,,天狗立,,40.826892,140.669419,371_02,,0,,
370_01,,新城駅前,,40.827513,140.672687,370_01,,0,,
370_02,,新城駅前,,40.82773,140.672655,370_02,,0,,
370_03,,新城駅前,,40.8286759028214,140.673399178935,370_03,,0,,
370_04,,新城駅前,,40.828655,140.673284,370_04,,0,,
429_01,,新城下町,,40.831491,140.674647,429_01,,0,,
429_02,,新城下町,,40.8315771447805,140.674580516909,429_02,,0,,
428_03,,厚生病院前,,40.836028,140.679482,428_03,,0,,
428_04,,厚生病院前,,40.836085,140.679372,428_04,,0,,
707_01,,消防学校前,,40.837605,140.680895,707_01,,0,,
707_02,,消防学校前,,40.8376542209182,140.68079262939,707_02,,0,,
427_01,,岡町,,40.840339,140.683359428572,427_01,,0,,
427_02,,岡町,,40.8403935103413,140.683279037475,427_02,,0,,
426_01,,油川小学校前,,40.849717,140.693027,426_01,,0,,
426_02,,油川小学校前,,40.849619,140.693073,426_02,,0,,
424_01,,浄満寺前,,40.852501,140.698063,424_01,,0,,
424_02,,浄満寺前,,40.852306,140.698428,424_02,,0,,
423_01,,油川浪返,,40.850829,140.699986,423_01,,0,,
423_02,,油川浪返,,40.850813,140.700112,423_02,,0,,
422_01,,油川下町,,40.849235,140.701737,422_01,,0,,
422_02,,油川下町,,40.849148,140.701986,422_02,,0,,
421_01,,油川新井田,,40.846312,140.705722,421_01,,0,,
421_02,,油川新井田,,40.846529,140.705572,421_02,,0,,
420_01,,木材港前,,40.84438,140.70907,420_01,,0,,
420_02,,木材港前,,40.844528,140.709091,420_02,,0,,
419_01,,新田,,40.840551,140.716352,419_01,,0,,
419_02,,新田,,40.840941,140.715974,419_02,,0,,
418_01,,森林管理局宿舎前,,40.838887,140.718594,418_01,,0,,
418_02,,森林管理局宿舎前,,40.839461,140.718039,418_02,,0,,
417_01,,沖館,,40.837446,140.720761,417_01,,0,,
417_02,,沖館,,40.837332,140.721196,417_02,,0,,
416_01,,沖館消防分署前,,40.835763,140.723278,416_01,,0,,
416_02,,沖館消防分署前,,40.836091,140.722953,416_02,,0,,
415_01,,沖館仲通り,,40.832986,140.723333,415_01,,0,,
415_02,,沖館仲通り,,40.834158,140.723799571429,415_02,,0,,
414_01,,森林博物館前,,40.83015,140.727444,414_01,,0,,
414_02,,森林博物館前,,40.831051,140.725864,414_02,,0,,
413_01,,駅西口通り,,40.828778,140.728351,413_01,,0,,
413_02,,駅西口通り,,40.829227,140.728571,413_02,,0,,
348_01,,上古川,,40.825151,140.728946,348_01,,0,,
348_02,,上古川,,40.825426,140.729241,348_02,,0,,
348_03,,上古川,,40.826551,140.728324,348_03,,0,,
3_03,③のりば,古川,,40.824031,140.737057,3_03,,0,,
3_04,④のりば,古川,,40.823974,140.737457,3_04,,0,,
3_05,⑤のりば,古川,,40.823873,140.738243,3_05,,0,,
3_06,⑤のりば,古川,,40.82447,140.73581,3_06,,0,,
3_07,⑦のりば,古川,,40.824235,140.737363,3_07,,0,,
3_08,⑧のりば,古川,,40.824198,140.7376,3_08,,0,,
3_09,⑨のりば,古川,,40.823645,140.736386,3_09,,0,,
425_01,,油川仲町,,40.854578,140.695813,425_01,,0,,
425_02,,油川仲町,,40.854083,140.696446,425_02,,0,,
436_01,,十三森,,40.857507,140.693353,436_01,,0,,
436_02,,十三森,,40.856635,140.694152,436_02,,0,,
412_01,,油川駅前,,40.85783,140.691945714286,412_01,,0,,
412_02,,油川駅前,,40.8577506941412,140.692036916509,412_02,,0,,
431_01,,油川中学校前,,40.854237,140.689967,431_01,,0,,
431_02,,油川中学校前,,40.854441,140.690199,431_02,,0,,
432_01,,北高校前,,40.85289,140.686189,432_01,,0,,
432_02,,北高校前,,40.852994,140.685985,432_02,,0,,
433_02,,油川市民センター前,,40.85194,140.683219,433_02,,0,,
430_01,,油川中学校通り,,40.856248,140.694054,430_01,,0,,
430_02,,油川中学校通り,,40.856291,140.693909,430_02,,0,,
617_01,,ガーラタウン前,,40.831862,140.702011,617_01,,0,,
617_02,,ガーラタウン前,,40.832255,140.701892,617_02,,0,,
618_01,,西郵便局前,,40.828448,140.706576,618_01,,0,,
618_02,,西郵便局前,,40.828919,140.706549,618_02,,0,,
349_01,,西上古川,,40.825688,140.725211,349_01,,0,,
349_02,,西上古川,,40.826006,140.725291,349_02,,0,,
384_01,,孫内,,40.757976,140.633165714286,384_01,,0,,
384_02,,孫内,,40.7579261295482,140.633152632337,384_02,,0,,
383_01,,孫内入口,,40.759565,140.634765714286,383_01,,0,,
383_02,,孫内入口,,40.7595589821675,140.634706097957,383_02,,0,,
382_01,,袖上橋,,40.769903,140.630607142858,382_01,,0,,
